items_edmPreview,items_title,items_dcCreator,items_dataProvider,items_country,items_type,items_edmTimespanLabelLangAware_def,items_id
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605904k.thumbnail.jpg&size=LARGE&type=TEXT,"Du cheval de cavalerie légère : de la nécessité d'en mettre la production et tout ce qui en dépend dans les attributions du ministre de la guerre / par J.-B. Sablon,...","Sablon, J.-B.. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1844,/9200520/ark__12148_bpt6k9605904k
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96057074.thumbnail.jpg&size=LARGE&type=TEXT,"Traité d'hippologie. Tome 1 / par J. Jacoulet,... C. Chomel,...","Jacoulet, Jules (1850-1932). Auteur du texte Chomel, Claude. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1900,/9200520/ark__12148_bpt6k96057074
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605495p.thumbnail.jpg&size=LARGE&type=TEXT,"Élémens de l'art vétérinaire . Traité de la conformation extérieure du cheval, des considérations auxquelles il importe de s'arrêter dans le choix qu'on en doit faire, des soins que cet animal exige... à l'usage des Écoles royales vétérinaires de France, par M. Bourgelat,... 2e édition","Bourgelat, Claude (1712-1779). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1775,/9200520/ark__12148_bpt6k9605495p
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605492f.thumbnail.jpg&size=LARGE&type=TEXT,"L'agriculture, le cheval de guerre et le cheval de course / par M. Charles de Sourdeval,...","Mourain de Sourdeval, Charles (1800-1879). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1860,/9200520/ark__12148_bpt6k9605492f
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96051962.thumbnail.jpg&size=LARGE&type=TEXT,"De l'extérieur du cheval / par MM. Armand Goubaux,... Gustave Barrier,... ; avec 293 figures et 33 planches, la plupart de G. Nicolet,...","Goubaux, Armand (1820-1890). Auteur du texte Barrier, Gustave (1853-1945). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1884,/9200520/ark__12148_bpt6k96051962
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605175w.thumbnail.jpg&size=LARGE&type=TEXT,"Traité d'hippologie. Tome 2 / par J. Jacoulet,... C. Chomel,...","Jacoulet, Jules (1850-1932). Auteur du texte Chomel, Claude. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1900,/9200520/ark__12148_bpt6k9605175w
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605163p.thumbnail.jpg&size=LARGE&type=TEXT,De l'entrainement complet et expérimental de l'homme avec étude sur la voix articulée : suivi de recherches physiologiques et pratiques sur le cheval / Dr Georges Rouhet,"Rouhet, Georges. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1902,/9200520/ark__12148_bpt6k9605163p
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605142h.thumbnail.jpg&size=LARGE&type=TEXT,"Étude spéciale du sabot du cheval et des altérations unguéales / par J.-B. Delpérier,...","Delpérier, J.-B. Léon. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1898,/9200520/ark__12148_bpt6k9605142h
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605106n.thumbnail.jpg&size=LARGE&type=TEXT,"De la ferrure mécanique et de la ferrure à froid / A. Esclauze,...","Esclauze, Annet. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1895,/9200520/ark__12148_bpt6k9605106n
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605103d.thumbnail.jpg&size=LARGE&type=TEXT,Le cheval & le chien / D. Emsworth,"Emsworth, D. (18..-18..). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1865,/9200520/ark__12148_bpt6k9605103d
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9605104t.thumbnail.jpg&size=LARGE&type=TEXT,"Le cheval : ses aptitudes économiques & sportives / P. Le Hello,...","Le Hello, P.. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1907,/9200520/ark__12148_bpt6k9605104t
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9604002b.thumbnail.jpg&size=LARGE&type=TEXT,"Étude de la conformation du cheval suivant les principes élémentaires des sciences naturelles et de la mécanique animale, par A. Richard (du Cantal),... 4e édition [suivie de lettres du général Daumas et de l'émir Abd-el-Kader sur le cheval oriental]. Edition 4","Richard, Antoine (1802-1891). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1869,/9200520/ark__12148_bpt6k9604002b
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96039840.thumbnail.jpg&size=LARGE&type=TEXT,"Notes sur l'élevage des chevaux en Autriche-Hongrie / par M. Foäche,...","Foäche, Maurice Adrien (1857-19..). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1898,/9200520/ark__12148_bpt6k96039840
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9603866q.thumbnail.jpg&size=LARGE&type=TEXT,Cheval dans la nature et dans l'art...,"Duhousset, Émile (1823-1911). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1902,/9200520/ark__12148_bpt6k9603866q
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9603839t.thumbnail.jpg&size=LARGE&type=TEXT,"Le cheval allemand : son origine, sa production, son élevage, son emploi, remonte de l'armée / par M. Foäche,...","Foäche, Maurice Adrien (1857-19..). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1900,/9200520/ark__12148_bpt6k9603839t
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9603400k.thumbnail.jpg&size=LARGE&type=TEXT,À propos d'un cheval : causeries athéniennes / par Victor Cherbuliez,"Cherbuliez, Victor (1829-1899). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1860,/9200520/ark__12148_bpt6k9603400k
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602922k.thumbnail.jpg&size=LARGE&type=TEXT,"Le maréchal expert, traitant du naturel, des marques des beaux et bons cheveaux, et de leurs maladies, et remèdes d'icelles, avec un examen et forme de l'état du maréchal, et une description de toutes les parties et ossemens du cheval par figures . Par feu N. Beauregard, Maître Maréchal à Paris. Augmenté d'une seconde partie, contenant plusieurs recettes approuvées du sieur de l'Espiney","Beaugrand, Nicolas. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1820,/9200520/ark__12148_bpt6k9602922k
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602916v.thumbnail.jpg&size=LARGE&type=TEXT,"Manuel raisonné de la ferrure à glace Delpérier / par J.-B. Delpérier,...","Delpérier, J.-B. Léon. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1886,/9200520/ark__12148_bpt6k9602916v
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602915f.thumbnail.jpg&size=LARGE&type=TEXT,"Théorie raisonnée de l'école du cavalier à cheval : à l'usage de MM. les instructeurs... / C. Raabe,...","Raabe, Charles. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1870,/9200520/ark__12148_bpt6k9602915f
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602687w.thumbnail.jpg&size=LARGE&type=TEXT,"Précis du pied du cheval et de sa ferrure : avec appendice sur la ferrure du mulet, de l'âne et du boeuf / par M. F. Peuch et X. Lesbre,...","Peuch, François (1841-1924). Auteur du texte Lesbre, François-Xavier (1858-1942). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1896,/9200520/ark__12148_bpt6k9602687w
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96026889.thumbnail.jpg&size=LARGE&type=TEXT,"Règlement provisoire sur le service intérieur des troupes à cheval , dont l'exécution est ordonnée par S. Ex. M. le Duc de Feltre, ministre secrétaire d'État au Département de la guerre",France. Ministère de la guerre (1791-1936). Auteur du texte,Bibliothèque nationale de France,france,TEXT,1816,/9200520/ark__12148_bpt6k96026889
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96026852.thumbnail.jpg&size=LARGE&type=TEXT,"Précis théorique et pratique de maréchalerie : comprenant la ferrure du cheval & du mulet / par J. Pader,...","Pader, Jean-Marcellin. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1892,/9200520/ark__12148_bpt6k96026852
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602453d.thumbnail.jpg&size=LARGE&type=TEXT,"De la ferrure sous le point de vue de l'hygiène, ou de son influence sur la conservation tant des animaux que de leur aptitude au travail ; suivie des Moyens d'agir sur la corne dans l'intention d'entretenir ou de rétablir les bonnes qualités des pieds des animaux / par J.-B.-C. Rodet,...","Rodet, Jean Baptiste Claude (1785-1849). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1841,/9200520/ark__12148_bpt6k9602453d
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96024505.thumbnail.jpg&size=LARGE&type=TEXT,"Le cheval comme il le faut : quelle qu'en soit la race, quel que soit le service auquel on le destine / par Paul Basserie,...","Basserie, Paul-Augustin-Hermesse (1820-1895). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1891,/9200520/ark__12148_bpt6k96024505
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602449h.thumbnail.jpg&size=LARGE&type=TEXT,Le cavalier : cours d'équitation pratique / par Victor Franconi,"Franconi, Victor (1811-1897). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1855,/9200520/ark__12148_bpt6k9602449h
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96024483.thumbnail.jpg&size=LARGE&type=TEXT,"Traité de maréchalerie vétérinaire : comprenant l'étude de la ferrure du cheval et des autres animaux domestiques, sous le rapport des défauts d'aplomb, des défectuosités et des maladies du pied / par A. Rey,...","Rey, Alfred-Augustin (1813-....). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1852,/9200520/ark__12148_bpt6k96024483
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9602325r.thumbnail.jpg&size=LARGE&type=TEXT,Note sur la consommation de la viande de cheval en France / par M. Decroix,"Decroix, Émile-François (1821-1901). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1873,/9200520/ark__12148_bpt6k9602325r
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96020761.thumbnail.jpg&size=LARGE&type=TEXT,Instructions de la commission hippique aux cultivateurs et aux éleveurs de cheveaux dans la Haute-Saône / Préfecture de la Haute-Saône,Haute-Saône. Auteur du texte,Bibliothèque nationale de France,france,TEXT,1853,/9200520/ark__12148_bpt6k96020761
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601836z.thumbnail.jpg&size=LARGE&type=TEXT,"Traité des haras ... avec un Traité des mulets ; par Jean George Hartmann,... traduit de l'allemand sur la 2e édition et sous les yeux de l'auteur... revu et publié par M. Huzard,...","Hartmann, Johann Georg (02). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1788,/9200520/ark__12148_bpt6k9601836z
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601731j.thumbnail.jpg&size=LARGE&type=TEXT,"Le cavalier : cours d'équitation pratique (2e édition, entièrement revue et augmentée) / par Victor Franconi","Franconi, Victor (1811-1897). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1861,/9200520/ark__12148_bpt6k9601731j
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96016939.thumbnail.jpg&size=LARGE&type=TEXT,Le cheval et le cavalier / Par Camille Mellinet,"Mellinet, Camille (1795-1843). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1822,/9200520/ark__12148_bpt6k96016939
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96016316.thumbnail.jpg&size=LARGE&type=TEXT,"Les maladies du cheval de troupe / par Georges Joly,... ; préface de M. le vétérinaire principal J. Jacoulet,...","Joly, Georges. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1904,/9200520/ark__12148_bpt6k96016316
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601625g.thumbnail.jpg&size=LARGE&type=TEXT,"Le pied du cheval et la manière de le conserver sain / William Miles,... ; traduit sur la septième édition avec un appendice sur la ferrure en général et celle des hunters en particulier par M. Guyton,...","Miles, William. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1862,/9200520/ark__12148_bpt6k9601625g
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601623n.thumbnail.jpg&size=LARGE&type=TEXT,"Influence de la musique sur les animaux et en particulier sur le cheval / Ad. Guénon,...","Guénon, Adolphe (1856-....). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1898,/9200520/ark__12148_bpt6k9601623n
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601621t.thumbnail.jpg&size=LARGE&type=TEXT,"De l'élevage du cheval et des moyens de l'améliorer : hygiène des reproducteurs et de leurs produits, maladies dont ils peuvent être atteints, organisation et fonctionnement des haras et des remontes, manuel de l'éleveur / par M. Bringard,...","Bringard, J.. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1906,/9200520/ark__12148_bpt6k9601621t
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601667t.thumbnail.jpg&size=LARGE&type=TEXT,"L'équitation et le cheval / par Molier ; préface de Paul Bourget,...","Molier, Ernest (18..-1933). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1911,/9200520/ark__12148_bpt6k9601667t
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601504z.thumbnail.jpg&size=LARGE&type=TEXT,"Instruction sur les soins à donner aux chevaux pour les conserver en santé sur les routes et dans les camps ; prévenir les accidens auxquels ils sont exposés, & remédier à ceux qui pourroient leur arriver. Imprimée par ordre du Comité de salut public. Seconde édition","Huzard, Jean-Baptiste (1755-1838). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1794,/9200520/ark__12148_bpt6k9601504z
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96014518.thumbnail.jpg&size=LARGE&type=TEXT,"Le Cheval ardennais : en Lorraine ; au pays d'Ardennes, par le Cte Henry de Robien","Robien, Henry de (1864-1925). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1909,/9200520/ark__12148_bpt6k96014518
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601383w.thumbnail.jpg&size=LARGE&type=TEXT,"Conseils aux acheteurs de chevaux, ou Traité de la conformation extérieure du cheval à l'état de santé ou de maladie... Traduit de l'anglais sur la 7e édition, par le baron d'Hanens,... / John Stewart","Stewart, John (vétérinaire). Auteur du texte http://data.europeana.eu/agent/base/64560 http://data.europeana.eu/agent/base/98230",Bibliothèque nationale de France,france,TEXT,1865,/9200520/ark__12148_bpt6k9601383w
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601358t.thumbnail.jpg&size=LARGE&type=TEXT,"De l'alimentation du cheval par les substances animales et principalement par le biscuit-viande / par M. A. Laquerrière,...","Laquerrière, Ansbert (1837-1915). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1894,/9200520/ark__12148_bpt6k9601358t
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601357d.thumbnail.jpg&size=LARGE&type=TEXT,"Conférences sur l'hygiène et l'étude des races des chevaux des armées : botte de foin, botte de paille, sac d'avoine / par le vétérinaire principal Aureggio,... ; École d'application de cavalerie de Saumur","Aureggio, Eugène (1844-1924). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1895,/9200520/ark__12148_bpt6k9601357d
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601413k.thumbnail.jpg&size=LARGE&type=TEXT,Une chasse au tigre en Birmanie ; Le cheval birman ; La chasse aux flambeaux / par A. Thomas-Anquetil,Thomas-Anquetil (1811-1882). Auteur du texte,Bibliothèque nationale de France,france,TEXT,1866,/9200520/ark__12148_bpt6k9601413k
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96014036.thumbnail.jpg&size=LARGE&type=TEXT,"L'hygiène du sabot des chevaux des villes : conseils pratiques aux hommes de cheval / par Paul Waldteufel,... ; ouvrage orné de 27 figures dessinées... par Mich ou photographiées","Waldteufel, Paul. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1902,/9200520/ark__12148_bpt6k96014036
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601341j.thumbnail.jpg&size=LARGE&type=TEXT,"Le cheval anglais : extrait du ""Manuel du sport"", publié à Londres en 1856 / par Stonehenge ; traduit de l'anglais, par le comte J. de Lagondie,...",Stonehenge (pseud. de John Henry Walsh). Auteur du texte,Bibliothèque nationale de France,france,TEXT,1860,/9200520/ark__12148_bpt6k9601341j
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601286s.thumbnail.jpg&size=LARGE&type=TEXT,Un cheval de Phidias : causeries athéniennes (2e édition) / par Victor Cherbuliez,"Cherbuliez, Victor (1829-1899). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1864,/9200520/ark__12148_bpt6k9601286s
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9601270x.thumbnail.jpg&size=LARGE&type=TEXT,"De la production chevaline en France et de l'intervention de l'État / par M. Eug. Tisserant,...","Tisserant, Eugène (1816-1888). Auteur du texte http://data.europeana.eu/agent/base/55766",Bibliothèque nationale de France,france,TEXT,1853,/9200520/ark__12148_bpt6k9601270x
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96007792.thumbnail.jpg&size=LARGE&type=TEXT,Le cheval et le cavalier . Seconde édition,"Mellinet, Camille (1795-1843). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1823,/9200520/ark__12148_bpt6k96007792
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9600584p.thumbnail.jpg&size=LARGE&type=TEXT,"Le cheval de demi-sang français : Charolais, Forez, Berry et Dombes",,Bibliothèque nationale de France,france,TEXT,1918,/9200520/ark__12148_bpt6k9600584p
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k96001790.thumbnail.jpg&size=LARGE&type=TEXT,"Anatomie clastique du Dr Auzoux,... : tableau synoptique du cheval","Auzoux, Louis (1797-1880). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1845,/9200520/ark__12148_bpt6k96001790
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k947457b.thumbnail.jpg&size=LARGE&type=TEXT,Manuel du vétérinaire ou traité des maladies du cheval,,Bibliothèque nationale de France,france,TEXT,1880,/9200520/ark__12148_bpt6k947457b
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k947455k.thumbnail.jpg&size=LARGE&type=TEXT,"Mémoire sur l'""horse bread"" ou pain de cheval, destiné à remplacer l'avoine... par MM. Legros et Pallandre,...",Pallandre. Auteur du texte Legros (vétérinaire). Auteur du texte,Bibliothèque nationale de France,france,TEXT,1840,/9200520/ark__12148_bpt6k947455k
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k947453t.thumbnail.jpg&size=LARGE&type=TEXT,"L'Ami du cheval, simples conseils sur l'élève, l'hygiène, la médecine et l'achat des chevaux ; par J.-P. Mégnin,...","Mégnin, Jean-Pierre (1828-1905). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1877,/9200520/ark__12148_bpt6k947453t
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9474546.thumbnail.jpg&size=LARGE&type=TEXT,"Recherches sur la vitesse du cours du sang dans les artères du cheval au moyen d'un nouvel hémadromographe... Thèse présentée à la Faculté des sciences de Lyon... par M. L. Lortet,...","Lortet, Louis (1836-1909). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1867,/9200520/ark__12148_bpt6k9474546
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k943986f.thumbnail.jpg&size=LARGE&type=TEXT,"Précis d'extérieur du cheval et des principaux mammifères domestiques, par le professeur F. X. Lesbre. Avec 363 figures","Lesbre, F. X.. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1930,/9200520/ark__12148_bpt6k943986f
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9397744.thumbnail.jpg&size=LARGE&type=TEXT,"La Question chevaline dans ses rapports avec la production du cheval de l'armée et de luxe, par B. Abadie,...","Abadie, Bernard (1818-1888)",Bibliothèque nationale de France,france,TEXT,1860,/9200520/ark__12148_bpt6k9397744
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k939757k.thumbnail.jpg&size=LARGE&type=TEXT,"Du Cheval à deux fins et de sa production au moyen du croisement arabe avec le percheron, par G. Castel,...","Castel, G.",Bibliothèque nationale de France,france,TEXT,1863,/9200520/ark__12148_bpt6k939757k
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k939538n.thumbnail.jpg&size=LARGE&type=TEXT,Le Cheval en Bretagne / (Signé : Martial Corric.),"Corric, Martial. Auteur du texte",Bibliothèque nationale de France,france,TEXT,1897,/9200520/ark__12148_bpt6k939538n
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9379500.thumbnail.jpg&size=LARGE&type=TEXT,L'élevage Lallouet / Edouard Cavailhon,"Cavailhon, Édouard (1834-1911)",Bibliothèque nationale de France,france,TEXT,1908,/9200520/ark__12148_bpt6k9379500
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k937442v.thumbnail.jpg&size=LARGE&type=TEXT,"Le cheval, l'âne et le mulet (3e éd.) / par Lefour","Lefour, Pierre-Aristide-Adolphe (1803-1863). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1872,/9200520/ark__12148_bpt6k937442v
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k9373975.thumbnail.jpg&size=LARGE&type=TEXT,De la Production des chevaux en France : de l'amélioration des races et de l'inefficacité des moyens employés par le gouvernement pour atteindre ce but / par C.-J.-A. Mathieu de Dombasle,"Mathieu de Dombasle, Christophe-Joseph-Alexandre (1777-1843). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1833,/9200520/ark__12148_bpt6k9373975
https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fgallica.bnf.fr%2Fark%3A%2F12148%2Fbpt6k936657f.thumbnail.jpg&size=LARGE&type=TEXT,"Étude sur l'histoire du cheval arabe, son origine, les lieux où on peut le trouver, son emploi en Europe, son rôle dans la formation de la race de pur sang, son influence sur d'autres races / par le Cte Le Couteulx de Canteleu","Le Couteulx de Canteleu, Jean-Emmanuel-Hector (1827-18..). Auteur du texte",Bibliothèque nationale de France,france,TEXT,1885,/9200520/ark__12148_bpt6k936657f
